#.ttime_rel	Q	CODt	CODs	TSS	NH4	PO4
#d	m3/h	g/m3	g/m3	g/m3	g/m3	g/m3
322.67708	5479.52832	380.391516766	156.237062063	115.210235149	46.31347656	6.6337088
322.68056	5360.336914	374.526299578	153.22896245	114.982601053	45.80078125	6.6194288
322.68403	5374.625977	373.369244127	155.520627362	112.127817378	45.28808594	6.6051489
322.6875	5414.847168	368.605518131	150.726356343	112.629999409	46.45996094	6.590869
322.69097	5412.021973	379.828076464	152.21445962	117.444086917	46.53320313	6.5765891
322.69444	5526.69873	366.518510965	149.233123317	116.195814448	46.43554688	6.5623092
322.69792	5418.549805	378.695030825	153.055414359	118.458118514	46.16699219	6.5480293
322.70139	5250.179199	378.206285077	153.56493047	120.078073471	46.09375	6.5337494
322.70486	5279.545898	392.969065551	157.680029798	124.306883757	44.3359375	6.5194695
322.70833	5253.670898	394.064384863	159.409672056	127.467005792	45.77636719	6.5051896
322.71181	5342.850586	383.957825883	156.70586632	119.452915321	45.41015625	6.4909097
322.71528	5172.138184	393.365832532	162.621314553	117.872692841	45.23925781	6.4766298
322.71875	5440.69043	384.17538025	156.019851095	120.236640643	44.58007813	6.4623499
322.72222	4199.213867	315.153770842	128.234040306	100.528357278	44.50683594	6.4480699
322.72569	5619.634766	412.05325678	166.733689748	133.212519142	44.06738281	6.43379
322.72917	5577.446777	410.687302931	166.972607444	129.750938658	44.3359375	6.4195101
322.73264	5566.645508	410.407527741	164.100471162	130.107057482	44.21386719	6.4052302
322.73611	5559.648926	389.517680172	156.944081288	119.866309979	43.89648438	6.3909503
322.73958	5453.369141	397.125396375	161.931266739	123.131822111	43.45703125	6.3766704
322.74306	5558.866699	395.861695059	161.159159594	120.23062184	43.18847656	6.3623905
322.74653	5411.422852	383.08168244	156.657079105	118.781540865	43.09082031	6.3481106
322.75	5689.963379	391.323950667	160.213070182	125.959522554	43.18847656	6.5822162
322.75347	5405.651855	411.05206896	157.880656725	123.400189809	43.200683595	6.5673763
322.75694	5329.117188	389.831039892	158.942579691	122.050640734	43.21289063	6.5525364
322.76042	5199.358887	383.196683421	159.222780396	119.77578388	42.94433594	6.5376965
322.76389	5311.472656	385.182182132	160.559847156	116.33336063	42.578125	6.5228566
322.76736	2872.727783	129.690810254	47.3244872492	46.7439358543	42.30957031	6.5080167
322.77083	5438.186035	397.576511365	165.713504226	117.37763195	41.69921875	6.4931768
322.77431	5383.414063	409.141867811	164.773311828	135.416340493	42.82226563	6.4783369
322.77778	5133.898438	412.150219075	169.80752406	123.874746169	43.23730469	6.463497
322.78125	5056.64502	410.782600239	169.317781516	130.897242037	43.13964844	6.448657
322.78472	5286.795898	397.36935277	162.552166428	130.595840672	42.94433594	6.4338171
322.78819	5081.433594	422.630644385	159.909599997	152.524617631	43.04199219	6.4189772
322.79167	5192.566406	436.962473847	155.971115366	174.121039954	42.67578125	6.4645537
322.79514	5134.04541	431.179485748	147.971349037	178.426567358	43.60351563	6.4495738
322.79861	5068.985352	425.301386541	146.313677984	176.240738498	44.01855469	6.4345939
322.80208	4872.767578	421.520374298	152.42893075	172.155992849	44.18945313	6.419614
322.80556	5107.006836	425.254698685	151.723490148	161.861576867	43.89648438	7.49
322.80903	4876.839355	402.918964058	152.541691314	145.542186621	43.26171875	7.49
322.8125	5177.978516	398.478056136	151.262998068	138.690818811	41.62597656	7.49
322.81597	5023.13623	381.191521134	150.2580852	128.864891156	42.72460938	7.49
322.81944	5086.538086	385.67850526	152.601057662	129.656070958	42.84667969	7.49
322.82292	5125.494629	361.143796024	147.834078095	114.663307563	42.79785156	7.49
322.82639	5366.669434	361.691014734	145.167179488	120.899350566	42.45605469	7.49
322.82986	5373.515625	376.679539003	150.19365082	121.350850438	42.26074219	7.49
322.83333	4936.508301	367.782402374	152.461435269	111.981234586	41.11328125	7.21
322.83681	5377.483398	372.973984876	152.59069694	115.127307079	42.43164063	7.21
322.84028	5173.57959	379.23268988	157.337990162	115.24841279	42.50488281	7.21
322.84375	5269.851563	378.151968282	157.317909203	115.990533284	42.578125	7.21
322.84722	5162.27832	400.687739163	159.936323484	127.706500084	42.26074219	7.21
322.85069	5391.039063	406.623912958	158.903106653	140.587133102	42.43164063	7.21
322.85417	4905.376953	393.27297717	160.079213031	126.434883316	42.84667969	7.21
322.85764	5303.302734	414.049338061	162.952022612	143.378024261	43.28613281	7.21
322.86111	5315.931152	411.53216484	162.228143653	134.181452749	43.359375	7.21
322.86458	5133.406738	404.330822889	163.013969734	128.182024717	43.5546875	7.21
322.86806	5322.742676	411.622497805	164.637267869	138.025672753	43.26171875	7.21
322.87153	5361.117188	409.694708844	165.840898959	130.496276771	43.28613281	7.21
322.875	5205.543457	418.243713372	166.717475213	137.024235053	43.26171875	7.0
322.87847	5135.150391	401.526720956	164.886931298	124.604989114	42.48046875	7.0
322.88194	5385.335449	412.211108127	164.08980107	141.276838242	43.18847656	7.0
322.88542	4817.743652	405.880904807	166.563201253	125.465609098	42.94433594	7.0
322.88889	5204.950195	414.129452703	167.266875138	135.009067504	42.50488281	7.0
322.89236	5434.223145	417.513741631	164.80012248	134.992704824	42.26074219	7.0
322.89583	5785.165039	417.039559334	166.524932995	134.444436324	41.835937502	7.0
322.89931	5600.188477	423.304108074	167.429277725	135.847467488	41.411132814	7.0
322.90278	5247.754883	411.210781631	166.282259034	131.153661159	40.986328126	7.0
322.90625	5346.378418	408.329755212	165.088254609	129.614425003	40.561523438	7.0
322.90972	5627.418457	413.990906432	162.670445611	134.491174751	40.13671875	7.0
322.91319	5376.134766	397.090180573	160.626597154	123.565004714	40.77148438	7.0
322.91667	5195.02832	400.422774918	163.460294095	123.596975574	40.4296875	6.86
322.92014	5268.913574	416.435734878	167.951034601	129.571095248	41.57714844	6.86
322.92361	5327.715332	411.097391815	162.790087251	131.583775388	41.52832031	6.86
322.92708	5372.920898	411.908729197	164.014148389	132.14328634	41.43066406	6.86
322.93056	5117.130371	400.21367773	160.276346056	130.928024709	41.16210938	6.86
322.93403	5442.046875	413.937364098	166.163617944	127.82659346	41.015625	6.86
322.9375	5028.201172	390.295868093	158.845872568	125.697485591	41.13769531	6.86
322.94097	5270.308105	406.23834979	160.870006697	130.114512149	41.33300781	6.86
322.94444	5219.82959	411.88465061	165.276761121	131.915940936	41.40625	6.86
322.94792	5216.950195	400.797308745	161.352492222	126.960723503	41.45507813	6.86
322.95139	5483.829102	404.886986323	160.506577666	132.261685973	41.11328125	6.86
322.95486	5426.236328	397.630143497	161.218005654	123.033880107	41.23535156	6.86
322.95833	5440.825684	404.247212874	159.960415234	130.716959356	41.28417969	6.86
322.96181	5377.566895	379.194340632	151.995069177	125.107283033	40.77148438	6.86
322.96528	5406.680176	393.606936106	158.113702688	124.639756554	41.62597656	6.86
322.96875	5497.135254	385.580159676	154.334516554	131.507854875	41.47949219	6.86
322.97222	5530.271484	392.789332983	153.581356408	130.636866947	41.40625	6.86
322.97569	5742.047363	391.947396725	151.080643499	135.122446697	41.23535156	6.86
322.97917	5636.977051	408.755859502	160.658979988	134.859836577	41.52832031	6.86
322.98264	5335.286133	382.084568451	151.73604172	125.064649791	40.69824219	6.86
322.98611	5519.894531	395.188448282	156.862045456	126.250887238	42.08984375	6.86
322.98958	5642.603027	394.029882648	151.05638109	136.894909826	42.21191406	6.86
322.99306	5407.530273	381.10602818	152.247387794	123.685471425	42.1875	6.86
322.99653	5138.387207	374.746201218	151.468163987	111.226614647	42.04101563	6.86
323.0	5415.558105	375.157934305	148.1645311	126.777810931	41.9921875	7.0
323.00347	5407.310059	387.540705322	156.073668216	120.002614902	41.2109375	7.0
323.00694	5677.181641	404.623217941	158.697655379	131.55937563	42.13867188	7.0
323.01042	5120.999023	371.477585208	150.640923861	113.050595219	41.97998047	7.0
323.01389	5205.714844	375.901482925	154.561987119	117.660799065	41.82128906	7.0
323.01736	5362.539063	400.164768229	162.698727615	125.9533556	41.30859375	7.0
323.02083	5202.996094	381.624801168	158.651685032	117.154591592	41.06445313	7.0
323.02431	5241.282227	370.916169848	150.911130214	117.828312396	39.96582031	7.0
323.02778	5275.579102	386.409670393	154.272088312	128.481467592	41.50390625	7.0
323.03125	5318.223145	381.231511137	150.22725846	122.097128589	41.65039063	7.0
323.03472	5539.316895	390.188320259	148.182561094	140.121865745	41.62597656	7.0
323.03819	5351.774414	380.805347861	145.342897974	139.750075314	40.91796875	7.0
323.04167	5428.109863	388.313188559	150.918380075	130.223362241	40.50292969	6.93
323.04514	3188.543213	441.991204806	171.617749364	151.951451635	40.234375	6.93
323.04861	5296.913086	375.759166633	153.789506484	121.008366063	40.38085938	6.93
323.05208	5694.154297	375.58251945	152.890235583	120.024530854	40.11230469	6.93
323.05556	5622.444336	371.369746734	149.794471174	116.627799729	39.86816406	6.93
323.05903	5641.907227	392.193951312	158.456623051	126.730045745	39.42871094	6.93
323.0625	5594.176758	381.4692547	156.441556099	118.340743325	38.96484375	6.93
323.06597	5995.987793	404.682990701	159.558383691	137.712369348	38.64746094	6.93
323.06944	3262.158691	203.197403388	73.8229158786	74.7847048334	39.2578125	6.93
323.07292	5840.977051	393.318799541	160.395334351	121.167539218	39.55078125	6.93
323.07639	6006.782715	410.409728781	171.654650469	127.942195083	39.86816406	6.93
323.07986	5457.196777	391.645699328	161.986310311	113.73484887	39.69726563	6.93
323.08333	5761.97998	373.436452912	154.590981905	112.799383446	39.453125	6.86
323.08681	3286.691895	175.736688171	64.860485815	61.4705511599	39.111328125	6.86
323.09028	5676.904785	386.935863286	161.532856716	118.390595	38.76953125	6.86
323.09375	5798.461914	368.90790774	153.157615245	109.255641449	39.55078125	6.86
323.09722	5574.563965	376.982843616	153.654380785	121.994995603	39.96582031	6.86
323.10069	5691.752441	382.382559963	154.425702428	113.745286806	39.84375	6.86
323.10417	2880.835449	137.672803582	49.1782314338	51.7016123551	39.37988281	6.86
323.10764	5637.07666	383.464756466	155.893570531	119.464381017	39.2578125	6.86
323.11111	5456.891113	381.55949598	157.080075189	116.556800922	38.28125	6.86
323.11458	5076.311523	374.705642634	154.403762543	120.020304087	39.59960938	6.86
323.11806	2867.545898	154.878618312	57.402346098	55.3570707041	39.79492188	6.86
323.12153	4800.370605	351.462606914	149.406864574	99.1728080879	39.6484375	6.86
323.125	5446.281738	371.261227816	156.096176782	110.723753099	39.40429688	6.93
323.12847	5363.550293	384.040926641	159.433128003	114.541242223	39.30664063	6.93
323.13194	2559.204834	153.77656465	56.7803259762	56.9894497603	38.76953125	6.93
323.13542	4978.34375	371.04689011	158.453149	112.144382436	39.74609375	6.93
323.13889	5258.70459	374.422570105	164.319083128	103.729907198	39.71557617	6.93
323.14236	4945.070313	403.857778221	169.995334111	124.649206417	39.6484375	6.93
323.14583	2598.524902	181.842695817	65.9303103074	69.0553569937	39.28222656	6.93
323.14931	5532.438477	392.441070373	170.951663709	111.136843284	39.0625	6.93
323.15278	5427.623047	382.289127717	162.122506342	114.216467756	38.18359375	6.93
323.15625	3019.40918	247.672190774	96.8266341937	84.1114472207	39.16015625	6.93
323.15972	2349.152588	140.934974941	54.040953251	50.6675030124	39.20898438	6.93
323.16319	5288.241211	396.539695942	169.956704979	115.335541864	38.91601563	6.93
323.16667	4817.887695	368.765699892	161.886341568	103.526321384	38.62304688	6.79
323.17014	2275.43457	124.484632045	49.185425084	41.1120517463	38.33007813	6.79
323.17361	2630.512207	389.452522815	157.927569758	129.573015705	38.671875	6.79
323.17708	5204.791504	380.430349956	165.107237648	107.839038678	38.81835938	6.79
323.18056	4882.995605	364.309334398	157.28093046	101.055977043	38.91601563	6.79
323.18403	2576.706299	201.828122143	73.7767247143	75.8499374645	39.03808594	6.79
323.1875	4077.57959	329.427412158	139.012343104	96.757537016	38.69628906	6.79
323.19097	5132.557129	366.116671515	160.797309472	104.297384827	38.68815231	6.79
323.19444	5005.412109	377.255451047	160.105704838	105.810271858	38.671875	6.79
323.19792	2359.875244	155.398362358	58.1676582857	58.1305496546	38.6739095067	6.79
323.20139	5455.275391	386.472681723	165.730910454	110.374309567	38.6759440133	6.79
323.20486	5039.470215	372.528112596	160.279766599	105.331098314	38.67797852	6.79
323.20833	2154.746582	123.428840406	47.8341978155	43.3749604735	38.68001175	6.58
323.21181	2018.695923	148.228882558	54.7768196853	56.2738742711	38.67797852	6.58
323.21528	5401.387207	383.902012113	165.04107939	112.061750069	38.69628906	6.58
323.21875	5455.544434	390.369311485	162.603954053	116.437876188	37.15820313	6.58
323.22222	2738.15332	236.678843859	89.3471430355	87.3772223293	37.890625	6.58
323.22569	2662.470459	257.085749039	94.3984644873	96.3338252371	37.91503906	6.58
323.22917	4761.006348	388.805950972	167.443367199	107.89582351	37.67089844	6.58
323.23264	5067.035156	375.891817333	165.743715685	101.719822897	37.6953125	6.58
323.23611	2513.131592	214.784035335	80.7479611733	79.2919237102	37.69836426	6.58
323.23958	2489.164795	168.183041504	64.7242302295	59.7959746013	37.70141602	6.58
323.24306	5452.925293	378.607455925	161.662640699	112.721581626	37.70751953	6.58
323.24653	4983.74707	362.33929705	159.689252039	97.8696186042	37.35351563	6.58
323.25	2903.806152	222.612319481	79.6754449677	87.1677055877	37.3046875	6.44
323.25347	3636.598877	287.325576656	121.565801261	84.44032206	37.32910156	6.44
323.25694	4694.438965	366.204472602	165.387413527	94.4055908445	36.87744141	6.44
323.26042	2228.230225	182.990117485	67.2106629807	69.2583654526	36.9140625	6.44
323.26389	2017.83313	129.352002312	50.3520009639	46.3269308656	36.79199219	6.44
323.26736	5216.890625	354.874247672	157.738089789	94.0881361913	36.72688675	6.44
323.27083	5118.821289	348.680377073	155.007012037	90.3882200147	36.66992188	6.44
323.27431	1792.220825	96.0851143073	32.0770056666	39.6227416311	36.328125	6.44
323.27778	1938.883179	112.423272136	36.0393108893	49.0481597065	35.9375	6.44
323.28125	4242.010742	339.50904156	158.709776268	75.9540588261	35.68115234	6.44
323.28472	4553.23584	345.750259454	158.524891194	82.7521296568	35.65673828	6.44
323.28819	179.9411469	514.6970266	182.67216709	202.691585296	35.546875	6.44
323.29167	2680.488281	134.462382415	44.5288911925	57.395218561	35.76660156	6.23
323.29514	4940.860352	295.561479334	138.573869336	66.0983868516	35.30273438	6.23
323.29861	4735.335938	305.583740011	143.379674614	66.591992431	34.55810547	6.23
323.30208	351.882782	526.357974786	175.379319662	225.608556262	34.39941406	6.23
323.30556	2501.519043	389.049080966	171.656419745	99.4292965493	34.25292969	6.23
323.30903	5040.365234	317.536311378	147.441235486	77.8342302508	33.54492188	6.23
323.3125	2596.793945	176.869081164	56.3129874846	77.3209174057	34.09423828	6.23
323.31597	163.1257477	531.299118484	177.05159602	223.572879879	33.984375	6.23
323.31944	5129.422363	299.381364976	138.202562927	67.2033365952	33.67919922	6.23
323.32292	4419.894043	276.145592466	140.467366703	55.3006890659	33.54492188	6.23
323.32639	204.4053802	528.942698664	174.412203479	225.288430539	33.17871094	6.23
323.32986	326.8685608	535.679576548	175.600599606	238.304510027	32.58056641	6.23
323.33333	4991.165039	302.847835715	141.392221177	66.212557705	33.09326172	6.09
323.33681	4535.661621	296.101331815	142.966267596	66.3214554383	32.92236328	6.09
323.34028	575.4472656	509.31770881	168.739088381	206.443111409	32.83691406	6.09
323.34375	1822.310913	38.2851872972	13.1182584519	15.1290468086	31.93359375	6.09
323.34722	5120.034668	316.099609491	146.300099588	70.7725651102	31.87866211	6.09
323.35069	4542.460938	287.799427207	132.378050027	70.3086600226	31.39648438	6.09
323.35417	508.5482483	512.337947371	184.544281884	186.871651066	31.8359375	6.09
323.35764	2625.068115	109.915236759	36.4958028071	44.6391585051	31.81152344	6.09
323.36111	5344.775391	296.582112794	138.092206864	69.9207422867	31.59179688	6.09
323.36458	2857.842041	482.990364498	230.563216092	105.34606364	31.03027344	6.09
323.36806	2641.946533	490.42722528	239.204951361	112.545746318	30.76171875	6.09
323.37153	2025.252686	7.07170006838	2.73658697618	2.40852004602	30.18391991	6.09
323.375	5133.403809	320.357930661	150.484261228	71.5877878507	31.0546875	6.37
323.37847	3284.571777	518.668574799	242.338631788	123.097339879	30.90820313	6.37
323.38194	3524.769043	510.839435887	232.368443071	132.545817607	30.78613281	6.37
323.38542	5240.870605	315.617889766	142.124106108	81.7905212263	30.81054688	6.37
323.38889	1117.123413	532.156391759	206.08436716	176.220305822	30.48502541	6.37
323.39236	3801.345215	536.227598907	240.931439169	142.409570155	30.61523438	6.37
323.39583	5356.331543	343.822614744	152.43361759	92.3085932871	31.0546875	6.37
323.39931	5026.449219	346.073920583	160.189154229	85.3775301339	31.20117188	6.37
323.40278	3261.030518	565.614344537	246.621302084	154.670487377	31.59179688	6.37
323.40625	693.7761841	580.3856966	243.055779481	176.289866743	31.68945313	6.37
323.40972	5593.687988	364.870949162	158.95746303	105.032671796	31.65893555	6.37
323.41319	5136.962402	368.658712609	161.929607568	101.595554784	31.90917969	6.37
323.41667	3009.157959	594.041516279	261.629402822	160.988767861	32.45849609	7.14
323.42014	5172.024902	345.453462221	150.535157197	103.147376294	33.49609375	7.14
323.42361	5183.825684	363.421834603	154.942271449	108.045187532	33.78295898	7.14
323.42708	4998.796875	388.078170727	167.191658391	109.732176037	34.42382813	7.14
323.43056	656.7088013	599.121500845	231.140391792	209.318280682	34.765625	7.14
323.43403	411.9858093	503.098226226	167.2578306	197.096053659	35.32714844	7.14
323.4375	684.0917969	1637.23611102	676.427619356	522.044949704	35.20507813	7.14
323.44097	7715.477539	411.745703548	164.537360654	119.685325948	36.95068359	7.14
323.44444	4868.912598	350.293367349	147.325497797	108.951932783	37.45117188	7.14
323.44792	4857.612793	371.240983943	154.136491148	118.607341954	37.67700195	7.14
323.45139	4964.34668	378.008067823	157.82169299	123.761030641	37.76855469	7.14
323.45486	4868.229004	394.099964672	163.485713983	123.552629437	38.03710938	7.14
323.45833	4822.89502	391.479095893	164.191482349	127.281959091	38.15917969	7.63
323.46181	2776.809814	652.280274778	268.145676364	209.793489332	39.68912888	7.63
323.46528	3785.744629	490.307995289	195.576458084	175.50399764	40.17333984	7.63
323.46875	4858.879883	364.989664064	150.764883153	115.627841927	40.28320313	7.63
323.47222	5025.878906	374.373167797	154.866824784	120.260930456	40.234375	7.63
323.47569	4697.483398	392.31843231	163.819830901	116.658854399	40.38085938	7.63
323.47917	4679.642578	419.870389751	171.126853531	133.683690868	40.72265625	7.63
323.48264	2955.153076	661.409869376	268.991853429	211.459271192	41.67480469	7.63
323.48611	5130.325195	387.023516195	155.112120794	125.158240651	42.16308594	7.63
323.48958	4709.138184	389.725666903	158.550221197	127.486051863	42.21191406	7.63
323.49306	4991.995117	407.630324079	163.442491312	129.996294309	42.41536331	7.63
323.49653	3011.470459	662.086508632	276.177265344	201.021755933	42.83040237	7.63
323.5	4719.087402	391.031575953	166.151357108	118.929207539	42.43164063	7.91
323.50347	5189.045898	399.037782695	162.149719471	124.881081631	44.06738281	7.91
323.50694	5135.893066	421.084802028	164.95149563	141.070993786	44.07958984	7.91
323.51042	5096.781738	444.917222985	175.791169575	152.257388485	44.4152832	7.91
323.51389	3174.662109	715.874068244	277.523919647	246.097014606	44.38476563	7.91
323.51736	5238.164063	442.015223686	168.235511448	155.847385463	44.20573044	7.91
323.52083	5929.669434	467.209425863	178.923993185	176.441793816	44.40917969	7.91
323.52431	5535.865723	486.845186688	176.826686089	171.873988147	45.10498047	7.91
323.52778	5097.306152	456.724492852	172.598650217	169.006891043	45.26367188	7.91
323.53125	5304.629883	447.880881335	169.258103765	161.738360165	45.48339844	7.91
323.53472	4968.236816	444.794755417	169.889428279	160.267109178	45.5078125	7.91
323.53819	5067.435547	457.402284622	168.899304405	166.51079041	45.43457031	7.91
323.54167	5421.677734	461.994959958	170.988962603	166.013122305	45.81298828	7.7
323.54514	5079.785156	437.275359651	173.718467401	150.593527708	45.58105469	7.7
323.54861	5172.092773	449.953583799	178.226913831	152.477863165	46.88720703	7.7
323.55208	5187.20166	438.76821055	176.737051761	142.030224542	47.09472656	7.7
323.55556	5074.632324	707.536974097	259.483882313	256.61774164	46.77734375	7.7
323.55903	5412.713379	712.249476142	256.176527006	263.311283577	46.64306641	7.7
323.5625	5692.924805	714.747347749	254.345900534	275.978395876	46.41113281	7.7
323.56597	5383.746582	706.792801456	251.014712468	258.877165739	46.15478516	7.7
323.56944	5478.919434	696.607052952	248.854570611	247.862968904	46.14257813	7.7
323.57292	5229.942383	684.414791132	250.41442427	245.432727876	46.16699219	7.7
323.57639	5255.27832	676.106250086	249.857665741	239.71776343	46.44775391	7.7
323.57986	5295.004395	677.59778955	245.603258934	260.925975128	46.72851563	7.7
323.58333	5131.358887	657.271947355	240.989270304	239.158450789	46.94824219	7.28
323.58681	4861.39502	654.552591926	241.461065104	231.814940658	46.89127731	7.28
323.59028	5111.02832	642.76523192	238.618530104	226.997637108	45.73567581	7.28
323.59375	5002.137695	629.115686163	238.741501886	209.258172362	47.96142578	7.28
323.59722	4981.19873	635.584757008	239.310224911	223.412564989	48.10383987	7.28
323.60069	5038.198242	633.647034189	233.827548336	226.789148219	48.02246094	7.28
323.60417	5202.638184	626.883627287	231.584201863	220.939287636	47.19238281	7.28
323.60764	5148.015137	651.142737019	240.423355054	237.417685245	47.265625	7.28
323.61111	5247.431152	647.135550731	236.927383705	233.798543455	47.79052734	7.28
323.61458	5105.277344	630.221307485	235.528183137	227.515615267	47.99804688	7.28
323.61806	5257.20166	624.522166405	230.140143528	226.855281968	48.046875	7.28
323.62153	5198.248535	624.314447116	234.287101137	214.152925171	47.92480469	7.28
323.625	5372.003418	618.681197346	230.303826148	217.233946386	47.8515625	7.14
323.62847	5151.58252	618.387653251	231.266920769	216.255832619	47.75390625	7.14
323.63194	5132.22998	616.955789795	233.836531189	203.467629988	47.63183594	7.14
323.63542	5356.498535	628.146893535	235.511228736	223.598170765	48.57788086	7.14
323.63889	5124.291016	642.103616108	240.589506867	218.433400129	48.5270195	5.3917083
323.64236	4943.245605	641.232948331	235.022480366	225.004299237	48.55957031	5.3774284
323.64583	5102.684082	623.461231158	233.78708081	214.099972066	48.38867188	5.3631485
323.64931	4937.414551	625.620054008	235.048991847	215.777300104	47.99804688	5.3488686
323.65278	5146.414551	623.889891182	232.963964796	219.905065046	47.60742188	5.3345887
323.65625	4988.82373	618.75033329	238.186039952	204.610308682	46.89941406	5.3203088
323.65972	5080.623047	624.786244563	228.679847276	220.726990968	48.046875	5.3060289
323.66319	5287.441895	623.798113337	222.941489252	229.800542381	47.99804688	5.291749
323.66667	4913.852539	618.433900637	233.880419416	209.15692577	47.550457	5.2774691
323.67014	5099.168945	623.797087823	234.657442854	222.240324873	46.74479294	5.2631891
323.67361	5099.94873	607.132459006	230.529818971	207.385584587	46.0042305	5.2489092
323.67708	5094.342285	617.414148042	227.667690823	212.517435099	45.60546875	5.2346293
323.68056	5135.506836	621.925957254	236.628682194	212.82866954	46.43554688	5.2203494
323.68403	5125.716309	620.912071491	230.152890246	218.422409472	45.97167969	5.2060695
323.6875	5019.785645	618.026040293	233.203498903	218.663770903	45.13346481	5.1917896
323.69097	5090.42334	623.79712237	232.348401733	214.074608712	44.28710938	7.14
323.69444	4978.133789	635.29163809	231.732024415	223.993356133	43.89648438	7.14
323.69792	5019.169922	638.911448422	229.428276897	230.002809816	43.21289063	7.14
323.70139	5015.927246	615.673292664	228.341112137	215.549713349	44.18945313	7.14
323.70486	4996.479004	596.022518115	229.584428214	203.040181431	43.77441406	7.14
323.70833	5216.622559	592.904178383	218.697494804	204.314574649	43.79882813	7.14
323.71181	5305.538086	602.440443828	230.168461373	204.748167387	43.38378906	7.14
323.71528	5221.256836	612.80865003	232.323410798	210.502002047	42.74902344	7.14
323.71875	5178.589355	629.011453191	232.746370211	233.83687163	41.89453125	7.14
323.72222	4988.446777	604.463262171	227.006078076	210.287007886	43.359375	7.14
323.72569	5021.40918	590.724940572	225.530803182	205.874869078	43.34716797	7.14
323.72917	2629.15625	508.555887473	176.160143856	193.759301104	43.33496094	7.14
323.73264	5392.66748	593.190035519	227.17048116	203.005196038	42.79785156	7.14
323.73611	5299.515137	595.235933792	220.696069464	206.596170564	42.52929688	7.14
323.73958	5343.807129	596.262455327	221.044855234	206.465901232	42.7734375	7.14
323.74306	5393.560547	587.061754801	220.085148644	206.673705981	43.11523438	7.14
323.74653	5025.221191	601.292978324	229.211064164	214.467014237	42.99316406	7.14
323.75	5347.162109	592.346567175	219.296636308	208.985969406	42.85481644	7.42
323.75347	5297.878906	603.775909248	221.294268857	211.810207742	42.41333008	7.42
323.75694	5228.627441	621.058830233	221.196054223	228.501118296	42.26887894	7.42
323.76042	5191.137695	614.493739844	224.132065663	220.190762149	42.27294922	7.42
323.76389	5402.580078	601.056066792	219.411254167	212.549671856	42.1875	7.42
323.76736	3006.21582	554.118836235	195.079502957	216.505482779	42.99316406	7.42
323.77083	5453.583496	617.638582326	228.099216672	214.838235247	42.96875	7.42
323.77431	5861.511719	622.80763784	234.251353752	217.58086472	42.52929688	7.42
323.77778	5428.050781	626.763173942	234.20795877	216.693141529	41.89453125	7.42
323.78125	5414.650391	628.376270555	233.82982033	219.87941514	41.47949219	7.42
323.78472	5354.616211	623.133237634	228.384792921	228.934278668	41.13769531	7.42
323.78819	5284.532715	604.393616299	226.194964971	211.895055259	42.1875	7.42
323.79167	5276.068848	602.060857105	221.958211128	214.934196663	42.23632813	7.49
323.79514	5099.773438	597.323592707	229.643154653	200.053175568	42.21191406	7.49
323.79861	5213.77832	590.805338646	223.564273105	204.907510071	41.77246094	7.49
323.80208	5244.04248	600.121265887	221.726579509	218.971406659	41.796875	7.49
323.80556	5103.601563	611.447245799	225.424721946	215.628493095	41.62597656	7.49
323.80903	5228.271973	619.534751322	237.119384976	214.902968075	42.78564453	7.49
323.8125	5184.130371	623.20334667	234.409528628	217.936946509	42.7734375	7.49
323.81597	5463.786133	626.649602508	239.129479363	209.989567226	42.87109375	7.49
323.81944	5115.163574	642.923284255	244.964190948	224.177607722	41.94335938	7.49
323.82292	5156.344727	664.993072363	255.543455759	223.326710536	41.796875	7.49
323.82639	5064.734863	663.646741817	253.771151813	226.373736468	40.45410156	7.49
323.82986	5203.316895	660.378891445	256.027987787	223.368294718	42.48046875	7.49
323.83333	4736.681152	657.416338903	258.122816742	216.584540407	42.51098633	7.21
323.83681	5005.205566	645.859040009	245.471156173	222.285783442	42.7734375	7.21
323.84028	4903.447266	651.28219982	243.599840233	228.591428799	42.34212112	7.21
323.84375	5138.158203	646.040350725	236.846218137	231.44085266	42.06542969	7.21
323.84722	5178.583984	665.341829457	238.614791919	250.520106232	42.09594727	7.21
323.85069	5364.700684	653.795368576	236.289371235	243.309550986	42.7734375	7.21
323.85417	5066.130371	652.842032636	238.777166085	241.459776768	42.65136719	7.21
323.85764	5236.814453	646.325778252	235.854098763	231.588363145	42.81005859	7.21
323.86111	5050.184082	645.676038646	241.736159086	229.51515428	42.60253906	7.21
323.86458	5327.480469	651.765038514	243.104654513	236.387277878	41.91080856	7.21
323.86806	5340.193848	643.324921753	244.834770041	223.752125122	42.00846481	7.21
323.87153	5362.944336	643.289422594	245.781088309	218.756751075	42.62695313	7.21
323.875	5353.76416	650.225220352	245.270620206	228.992719903	42.89550781	7.0
323.87847	5098.595703	663.528702808	248.245935238	243.056882385	42.96875	7.0
323.88194	5265.406738	671.418815594	249.473818225	246.076291633	42.19970703	7.0
323.88542	5222.607422	663.217382162	241.606229853	245.252978966	41.87011719	7.0
323.88889	5516.914063	651.810247249	242.462766113	240.148885709	41.27197266	7.0
323.89236	5457.845215	640.137945048	241.214104398	232.256667753	40.91796875	7.0
323.89583	5615.240723	638.910437776	243.620844576	232.086133098	42.48046875	7.0
323.89931	6141.061523	643.887174949	247.263343387	238.885988803	42.50488281	7.0
323.90278	5942.363281	669.516859405	219.807624006	248.550165286	42.4886055	7.0
